rms,centroid,bandwidth,label,file
0.06503083,2150.600567341691,1724.8489071707863,male,arctic_a0180(3).wav
0.050830495,2335.3808926571533,1657.2226407793955,male,arctic_b0354(4).wav
0.07844157,1827.209178008626,1480.3078733806194,male,arctic_a0339(1).wav
0.10086521,1430.3869688928014,1514.065873141623,male,arctic_a0090(6).wav
0.082684696,1438.825593299473,1502.040799099625,male,arctic_a0264(2).wav
0.07919729,1538.3896569923634,1474.8158687515524,male,arctic_b0003(3).wav
0.056664202,1541.2373090164567,1600.5854134753906,male,arctic_a0091(1).wav
0.067416966,1924.415835036206,1583.4541130184737,male,arctic_b0420(2).wav
0.06386238,1618.8995186637592,1678.010275763412,male,arctic_a0159(10).wav
0.10376958,1339.207604776231,1634.8444862456947,male,arctic_a0218(7).wav
0.074314624,1448.5901119203388,1452.5528344594684,male,arctic_a0567(10).wav
0.10245461,1917.9350371860544,1615.6073175904667,male,arctic_b0189(6).wav
0.06656778,2606.6671019505084,1952.3313350184562,male,arctic_a0472(3).wav
0.058872763,1903.2035676990163,1643.242360373976,male,arctic_a0412(10).wav
0.07578582,1728.7188048575483,1674.8253978708558,male,arctic_a0119(11).wav
0.08639522,1704.239309557496,1487.2659589074522,male,arctic_b0121(2).wav
0.074592285,1713.6550725710295,1480.3230731751219,male,arctic_a0135(1).wav
0.092055306,1439.1474818944694,1561.012344231845,male,arctic_a0535(8).wav
0.08049249,2398.657441261726,1784.8317740220543,male,arctic_a0412(3).wav
0.12770507,1696.848562562993,1602.8182338099264,male,arctic_a0227(11).wav
0.076353826,2085.179697232038,1708.1804238072846,male,arctic_a0042(8).wav
0.10667006,1916.3061170784772,1615.7332579160773,male,arctic_b0364(6).wav
0.066225104,1495.0817139613869,1432.0102812424836,male,arctic_a0229(9).wav
0.10153563,2052.5933419552407,1652.2573163080795,male,arctic_b0262(6).wav
0.066582866,1863.6986960990905,1637.9559312285671,male,arctic_b0394(4).wav
0.052574158,2251.6121726705874,1888.2961632687254,male,arctic_a0502(3).wav
0.12580982,1864.535318992634,1754.6655660664226,male,arctic_a0141(11).wav
0.06695778,1730.3033870412944,1444.3224570679868,male,arctic_b0388(1).wav
0.074392326,1598.8475216445618,1475.2346839512893,male,arctic_b0144(1).wav
0.0755431,1811.3740741941397,1749.9624511235259,male,arctic_a0345(11).wav
0.083812624,1619.644089091028,1500.1228596081132,male,arctic_a0132(6).wav
0.123555094,1661.5758339297336,1587.0050056282455,male,arctic_a0172(7).wav
0.11971341,1516.872235945774,1603.9790930277936,male,arctic_b0405(6).wav
0.070081644,1391.3830212205705,1441.1851704008054,male,arctic_b0010(3).wav
0.08678478,1775.4417436663325,1519.8411254206258,male,arctic_a0457(2).wav
0.09049535,1885.394658271695,1615.384319752415,male,arctic_b0298(2).wav
0.13715148,1611.869750783911,1622.5146704552571,male,arctic_b0411(6).wav
0.07277687,1528.651185373075,1696.2105842467008,male,arctic_a0261(11).wav
0.088031955,2464.6333795099044,1585.3842405969374,male,arctic_a0032(9).wav
0.07506872,1623.8677299553235,1659.675153148182,male,arctic_b0456(7).wav
0.075105585,1489.1135236184207,1607.340092509529,male,arctic_a0078(11).wav
0.07896154,1922.0162696515156,1603.815016853495,male,arctic_b0259(4).wav
0.07896154,1922.0162696515156,1603.815016853495,male,arctic_b0259(1).wav
0.08393738,1086.2550796314251,1308.6074850725522,male,arctic_b0527(3).wav
0.073123805,2259.193055706054,1834.5768977785117,male,arctic_a0294(3).wav
0.052087322,1667.357447469133,1559.8203224019662,male,arctic_a0277(9).wav
0.058670133,2111.5598868485217,1668.9841898778536,male,arctic_a0224(10).wav
0.084206074,1114.7913891841674,1271.7813722363135,male,arctic_b0330(3).wav
0.085242026,1601.4056906708015,1666.2792136106407,male,arctic_a0277(7).wav
0.09879836,1655.6644709800717,1449.008666807195,male,arctic_b0444(2).wav
0.07581426,1906.4969831399019,1678.2968532221105,male,arctic_a0587(10).wav
0.09540609,1361.432291526636,1421.0847143735966,male,arctic_a0568(4).wav
0.0670976,2338.61755383886,1680.672505668802,male,arctic_b0391(4).wav
0.09071872,1474.7166504518314,1481.7450804738417,male,arctic_b0277(2).wav
0.09648465,1615.5899648682446,1569.1675908171728,male,arctic_b0429(2).wav
0.10266018,1657.3674141492531,1440.6680068944293,male,arctic_a0330(1).wav
0.11391634,1195.6281777799775,1379.6200856839366,male,arctic_a0242(6).wav
0.088295855,1048.3842393512057,1190.4197397821943,male,arctic_b0240(3).wav
0.09451687,1443.2785531377908,1441.5405514116637,male,arctic_a0076(4).wav
0.07580804,1653.1989658834973,1582.6973217980164,male,arctic_a0185(2).wav
0.10063818,1333.231353310382,1466.1933143367887,male,arctic_a0418(2).wav
0.06777966,1263.3279385408384,1256.9861773846471,male,arctic_b0182(3).wav
0.108642854,1541.1888505659413,1543.8693037406242,male,arctic_a0510(6).wav
0.056839656,1559.490025270575,1624.8837871217877,male,arctic_a0261(2).wav
0.080448225,1827.1708972885008,1495.066853533081,male,arctic_a0459(9).wav
0.05921364,1665.617427798213,1614.8098453209586,male,arctic_a0322.wav
0.101028316,1862.7888175788655,1572.5027414145775,male,arctic_b0489(2).wav
0.07633848,1884.500626236404,1602.1571945127819,male,arctic_a0128(1).wav
0.09072869,1469.0867066635099,1430.0506925608065,male,arctic_a0017(4).wav
0.051688924,1270.2355881589847,1534.154400528876,male,arctic_a0330.wav
0.044640023,1350.6924722388062,1537.6994090840171,male,arctic_b0143.wav
0.08529007,1711.5225246956454,1518.5472261235757,male,arctic_a0557(9).wav
0.08075563,1481.354878474874,1535.639128192991,male,arctic_a0142(6).wav
0.08361395,1822.556110909299,1546.2777559517124,male,arctic_a0590(1).wav
0.07861266,1228.4728718666122,1381.353896230391,male,arctic_a0167(6).wav
0.08531328,1530.139249936207,1521.479730579065,male,arctic_a0073(8).wav
0.08632796,1242.9688433318381,1345.695264300641,male,arctic_a0291(4).wav
0.107284866,1739.7949530173748,1657.8095265316485,male,arctic_b0224(6).wav
0.06708157,2233.513269754499,1628.691533209172,male,arctic_b0171(4).wav
0.06560725,1198.6841516810748,1505.4334684220162,male,arctic_a0349.wav
0.073656745,1796.346033614832,1599.04921890964,male,arctic_a0440(6).wav
0.084647134,2476.056173853897,1860.919987720888,male,arctic_a0573(3).wav
0.08008651,1289.655407600305,1356.4967089551742,male,arctic_a0302(4).wav
0.10055309,1450.4077754431673,1406.994078809403,male,arctic_a0132(4).wav
0.06804127,1584.9000019289892,1403.9561051011412,male,arctic_b0117(3).wav
0.07620242,1423.6089099870528,1433.1915436541913,male,arctic_b0509(3).wav
0.06313907,2032.0948189313235,1663.5364687515853,male,arctic_a0106(10).wav
0.06911536,2244.6741034545717,1811.9918393857133,male,arctic_a0370(3).wav
0.06179977,1302.6968284206334,1501.4416994807036,male,arctic_a0173.wav
0.08475582,1545.5640418110534,1581.9055359291817,male,arctic_a0278(6).wav
0.116895445,1647.6320523668358,1657.3838578385776,male,arctic_a0367(7).wav
0.062357407,1496.3233319249362,1490.544330217538,male,arctic_a0148(4).wav
0.06818891,1391.075511166097,1370.925636940007,male,arctic_b0494(3).wav
0.08302156,1813.3136118610332,1646.2135839195541,male,arctic_b0349(4).wav
0.06260571,2026.1097837236282,1576.2292109986206,male,arctic_b0483(4).wav
0.03991956,1665.2144586328693,1652.114417873847,male,arctic_a0200(10).wav
0.061109126,1534.8737412804278,1501.656323025756,male,arctic_a0004(10).wav
0.084326334,1410.077821440638,1360.844042144864,male,arctic_b0259(3).wav
0.08773886,2114.2824170407107,1702.8166594952584,male,arctic_a0499(3).wav
0.10771459,1197.8615882017027,1277.4241148204258,male,arctic_b0033(3).wav
0.07798807,1176.368181984511,1491.928315229716,male,arctic_a0282(6).wav
0.090441175,1459.8030062338391,1729.2290787353281,male,arctic_a0118(11).wav
0.0632854,2070.3395918634433,1762.7292711414952,male,arctic_a0086(11).wav
0.05261115,1328.816977546966,1516.9061047331804,male,arctic_b0536.wav
0.038932577,1299.175681346944,1529.0056350687541,male,arctic_b0256.wav
0.11141068,1568.6493178522032,1528.2326241214625,male,arctic_a0147(7).wav
0.04800025,1376.6796468392085,1560.9496972267304,male,arctic_b0433.wav
0.068651006,1158.0034679021976,1236.770693767197,male,arctic_b0278(3).wav
0.07018156,1596.2601191246138,1819.4288838356201,male,arctic_c0032.wav
0.122287385,1558.424373582974,1620.9464137084935,male,arctic_a0246(7).wav
0.06597359,1897.9073682325115,1622.692662215316,male,arctic_b0320(2).wav
0.05859146,1712.1227899303308,1430.7753957979148,male,arctic_a0374(9).wav
0.064632945,1269.474503422181,1544.1972728167125,male,arctic_a0501.wav
0.06476246,1461.5588374395434,1402.8772866099664,male,arctic_a0528(4).wav
0.057564937,1907.9582863732792,1700.5510703703947,male,arctic_b0150(7).wav
0.066806845,1985.8801675842535,1501.2891828069373,male,arctic_b0472(4).wav
0.065695405,2032.2480090308984,1601.9177704549484,male,arctic_b0331(1).wav
0.069438346,1996.3562690466465,1652.8327383811204,male,arctic_b0188(7).wav
0.06458825,1389.2159910182713,1450.1164122881742,male,arctic_a0377(4).wav
0.047356654,1297.8433165863732,1539.913872036236,male,arctic_a0418.wav
0.077757075,1679.8887985066137,1731.9180277901512,male,arctic_b0357(6).wav
0.09347491,1368.819011040427,1503.5809460732155,male,arctic_a0208(8).wav
0.059492245,1535.178669461971,1445.056435133209,male,arctic_a0364(9).wav
0.065297835,2360.0983241899075,1679.3932930857707,male,arctic_b0286(7).wav
0.10589965,1360.6217116812543,1515.4507728488863,male,arctic_b0355(6).wav
0.045106076,1165.4889419967976,1483.3944167338495,male,arctic_b0261.wav
0.10002434,2020.0609415641236,1701.3498131633944,male,arctic_b0516(6).wav
0.05330063,1612.4077184109676,1354.2353853138773,male,arctic_a0411(9).wav
0.072989196,1310.8459840668447,1336.4848359878438,male,arctic_b0402(3).wav
0.08580922,1376.7530224410525,1326.8550557515498,male,arctic_a0407(4).wav
0.08699867,1729.333726532702,1511.6111646074019,male,arctic_b0537(4).wav
0.065116905,1590.0499512699298,1544.1405497752198,male,arctic_b0215(1).wav
0.09212171,1743.8356818800362,1651.8454928310323,male,arctic_a0061(11).wav
0.09188071,1778.186783173898,1625.6640313572796,male,arctic_b0013(6).wav
0.07666533,1304.6676975604942,1383.3826094409465,male,arctic_b0360(3).wav
0.056360915,1446.136965222208,1514.7243429976372,male,arctic_b0075.wav
0.062542304,1221.7508038563808,1504.0957348769693,male,arctic_a0595.wav
0.08065113,1689.3568245257352,1535.5539145938658,male,arctic_a0157(8).wav
0.11926276,1796.1734941278137,1610.1830104567923,male,arctic_b0529(6).wav
0.06843647,1590.3573658135965,1685.8343601120373,male,arctic_b0211(3).wav
0.0761087,1841.5772683339735,1628.6577592093738,male,arctic_b0188(2).wav
0.048179366,1372.7563962741424,1535.0926437746618,male,arctic_b0147.wav
0.1253424,1722.8799139248608,1534.504805088998,male,arctic_a0587(7).wav
0.08167227,1616.1372548751456,1527.8081497378241,male,arctic_a0547(8).wav
0.074979566,2713.6017532441847,1764.147223724723,male,arctic_a0288(3).wav
0.056414522,2071.990397073505,1621.1479405160744,male,arctic_b0282(7).wav
0.08891798,2124.268905084786,1682.0296919121008,male,arctic_a0468(10).wav
0.08910776,2023.7382096757913,1634.4793605601928,male,arctic_a0413(7).wav
0.0881286,1372.6832135196878,1448.0820339326528,male,arctic_a0218(2).wav
0.060234655,1870.9246910063414,1602.7906004875626,male,arctic_a0396(2).wav
0.08958602,1335.328248761514,1307.6914281476522,male,arctic_b0089(3).wav
0.10892175,2119.055478596435,1611.1696048314602,male,arctic_a0114(1).wav
0.08935543,1946.4472244403298,1681.0688076916626,male,arctic_a0127(8).wav
0.08724725,1686.776809614394,1577.659907343717,male,arctic_a0027(9).wav
0.05987999,2004.5364716420454,1654.1518623853115,male,arctic_b0095(1).wav
0.05606925,1270.560580163968,1287.9081095408353,male,arctic_b0120(3).wav
0.07505882,1484.0798426077363,1454.6297637201915,male,arctic_a0178(4).wav
0.10953938,1176.3056186140852,1329.1025070673236,male,arctic_a0360(4).wav
0.09541351,1710.5435576186364,1617.1884585086011,male,arctic_a0448(7).wav
0.055717293,2134.40694530057,1826.2112422899688,male,arctic_a0199(3).wav
0.08830995,1754.204788841587,1534.777042660058,male,arctic_b0006(1).wav
0.0800209,1573.103040908318,1502.2967021831887,male,arctic_b0134(4).wav
0.056418605,1876.282923730506,1626.548768759621,male,arctic_a0396(10).wav
0.037152685,1274.954024737021,1478.6889231188973,male,arctic_a0301.wav
0.049977314,1357.3139786268173,1564.2023498376552,male,arctic_b0228.wav
0.07597508,1707.8958949343466,1440.2512984030232,male,arctic_b0461(3).wav
0.06564191,2374.055292997929,1868.8774409309083,male,arctic_a0481(3).wav
0.06583631,1718.677363944598,1541.4547403219779,male,arctic_b0142(7).wav
0.080853365,2068.0876948117543,1441.19414105804,male,arctic_a0132(9).wav
0.08532674,1835.7168580830182,1487.166572625213,male,arctic_a0436(9).wav
0.07595429,1595.205177018729,1623.602560147687,male,arctic_a0054(10).wav
0.074779175,1298.3826314284609,1317.8012152594545,male,arctic_a0557(4).wav
0.083524436,1286.0995459011044,1315.0680022429542,male,arctic_b0385(3).wav
0.078433186,2260.529470498337,1704.3976596632806,male,arctic_a0228(1).wav
0.06379885,1883.7321939258425,1492.9124133385985,male,arctic_a0305(9).wav
0.07398993,1701.2107248817094,1569.1771853853816,male,arctic_a0027(10).wav
0.066006705,1314.065877576809,1525.3128224478846,male,arctic_a0233.wav
0.1281326,1460.3560182821907,1605.981222042426,male,arctic_a0159(7).wav
0.07847199,1750.3528174769715,1645.8371152763086,male,arctic_b0060(6).wav
0.0738931,1500.1317290416837,1483.720523541762,male,arctic_b0343(4).wav
0.06900418,1883.8688733973295,1546.2682611716386,male,arctic_a0419(1).wav
0.077920854,2518.578182947115,1835.5223665572585,male,arctic_a0067(3).wav
0.06572304,1807.2717848753637,1648.6294510919238,male,arctic_a0093(10).wav
0.0673022,1200.310869011612,1261.4187760671691,male,arctic_b0172(3).wav
0.056711413,2267.125548661621,1620.7365505163382,male,arctic_a0509(1).wav
0.091964416,961.1836155715931,1358.0720424330052,male,arctic_a0264(6).wav
0.066981204,1276.2612649490927,1516.370577284585,male,arctic_a0277.wav
0.079161,1458.4130005029097,1455.6116347397374,male,arctic_a0351(9).wav
0.054527543,1901.3998921252653,1499.8636369476237,male,arctic_a0117(9).wav
0.112487584,2047.0442914243715,1625.3063499586951,male,arctic_b0412(6).wav
0.065723695,1838.1887074701053,1708.208164470886,male,arctic_a0047(10).wav
0.06954955,2327.154365059957,1811.3460344069485,male,arctic_a0408(3).wav
0.091274664,2164.3733103705017,1758.5088433465667,male,arctic_a0067(7).wav
0.078555346,1453.8180737851637,1479.3178307190165,male,arctic_a0307(2).wav
0.07446395,1206.2627775869,1327.8726093733126,male,arctic_a0435(4).wav
0.11277204,1723.6030402134259,1565.1417794672445,male,arctic_a0351(8).wav
0.054258216,1234.7632277092903,1526.5078461600044,male,arctic_b0110.wav
0.061901852,1689.348902564012,1575.9101625393373,male,arctic_b0185(7).wav
0.07468961,1896.6611166029247,1593.6080161600798,male,arctic_a0021(1).wav
0.057606563,1886.6953060088351,1659.0863374208184,male,arctic_a0402(10).wav
0.055477466,1534.363115844086,1603.907637402945,male,arctic_a0260.wav
0.087163,1573.9761948884652,1595.144486426668,male,arctic_a0392(8).wav
0.06535021,1602.0038003819695,1580.916533128503,male,arctic_a0194(9).wav
0.07411724,1870.2120870666547,1511.4118320479927,male,arctic_a0503(1).wav
0.06451911,1479.2750123130304,1548.5003304177703,male,arctic_a0480(8).wav
0.09537629,1815.7227254344361,1616.9865689391775,male,arctic_a0066(2).wav
0.105388895,1234.63574620286,1403.7491573105506,male,arctic_a0442(8).wav
0.05914879,1791.1726400472455,1623.6275702738988,male,arctic_b0120(7).wav
0.10870487,1800.853283669685,1656.6393045421796,male,arctic_b0496(6).wav
0.081030935,1310.3394267556096,1353.9134801146613,male,arctic_a0004(4).wav
0.10904579,1735.7885792876334,1628.6557024724198,male,arctic_b0312(6).wav
0.08087958,1863.7154881149359,1515.9943781599834,male,arctic_a0237(9).wav
0.09107924,1507.5079453370445,1589.8673292207009,male,arctic_a0276(11).wav
0.11159554,1548.087415003437,1664.4093130700508,male,arctic_a0097(7).wav
0.06173199,1390.9646993387971,1414.4632813089409,male,arctic_b0190(3).wav
0.064288415,2034.266322622609,1572.6938759903069,male,arctic_a0545(1).wav
0.05326848,1720.6849625453635,1580.1709256304248,male,arctic_a0573(10).wav
0.06743452,1589.2863055985338,1560.6215469450565,male,arctic_b0423(7).wav
0.0770174,1786.593284905329,1644.8591745204742,male,arctic_a0186(11).wav
0.06325761,1881.6424952716384,1614.9596266725819,male,arctic_a0383(10).wav
0.06322999,2259.488627511371,1777.6026959210437,male,arctic_b0052(7).wav
0.07243026,1830.3884285140084,1571.5214492431846,male,arctic_b0092(1).wav
0.088387825,1517.6646042319064,1460.719612979895,male,arctic_a0372(4).wav
0.08334783,1576.7895678236464,1357.5711846486458,male,arctic_a0488(9).wav
0.049198654,1273.287693051618,1464.4792145226206,male,arctic_b0087.wav
0.074284084,1368.2844097096367,1388.430045817284,male,arctic_a0035(4).wav
0.092606485,1517.8074184129,1529.35317620775,male,arctic_a0275(8).wav
0.05198096,1862.4267617241717,1575.1458196315953,male,arctic_b0253(7).wav
0.05217566,1934.8507940582167,1763.5069101677295,male,arctic_a0416(10).wav
0.071426235,1217.8098042630274,1439.1400189514648,male,arctic_a0168.wav
0.10871324,1483.7562622368227,1492.5846092923439,male,arctic_a0243(8).wav
0.06816007,1686.2371907396034,1579.7337341717111,male,arctic_a0151(10).wav
0.045278154,1814.2278052671645,1590.3438633621001,male,arctic_a0214(9).wav
0.08769729,2146.4481884248203,1600.000149321102,male,arctic_a0320(2).wav
0.04669334,1863.4706535189048,1539.1317957108104,male,arctic_a0406(1).wav
0.06486863,1876.6101522698023,1565.5965992060246,male,arctic_b0066(1).wav
0.07605634,1908.361662265791,1605.613784714695,male,arctic_a0212(8).wav
0.09371963,1497.2622426190796,1530.459696340389,male,arctic_a0341(2).wav
0.08105851,1449.848492687348,1444.4041457015494,male,arctic_b0091(3).wav
0.10611624,1099.3624012675944,1378.0694794094454,male,arctic_a0165(6).wav
0.066536225,1508.3010254349972,1497.7033328429152,male,arctic_a0022(2).wav
0.07189232,2260.305867009596,1759.050897841121,male,arctic_a0055(11).wav
0.08737593,1617.451367775672,1532.2235015899162,male,arctic_a0491(1).wav
